SYMBOL,CURRENT PRICE,INDUSTRY,PE,FORWARD PE,EPS,PEG,EPS ESTIMATE,RECOMMENDATION
AVNS,29.14,Health%2bCare,NE,55.60,-0.46,4.21,1.07,2.45
ATXI,10.87,Health%2bCare,NE,NE,-0.97,-.02,-1.65,1
AVEO,5.24,Health%2bCare,,,,.00,0.61,1
CDMO,5.63,Health%2bCare,NE,NE,-0.19,-.02,-0.17,1
CDMOP,25,Health%2bCare,,,,,,
RNA,30.07,Health%2bCare,,,,,,
AVGR,0.39,Health%2bCare,NE,NE,-2.62,.00,,2
AVRO,22.14,Health%2bCare,NE,NE,-2.73,-.01,-2.66,1.64
AXLA,5.83,Health%2bCare,NE,NE,-3.03,-.01,-3.55,1
AXGN,9.46,Health%2bCare,NE,NE,-0.71,-.01,-0.68,1.8
AXNX,37.69,Health%2bCare,NE,NE,-2.75,-.02,-2.8,1.13
AXGT,3.1,Health%2bCare,NE,NE,-3,.00,-2.93,1.33
AXSM,79.56,Health%2bCare,NE,NE,-2.56,-.03,-2.01,1
AYLA,10.67,Health%2bCare,,,,-.01,999,1.75
AYTU,1.52,Health%2bCare,NE,NE,-1.78,-.01,-3.48,1
AZRX,0.9198,Health%2bCare,,,,.00,999,1
BXRX,3.79,Health%2bCare,,,,.00,-3.48,1
BHC,19.58,Health%2bCare,NE,5.37,-5.36,.50,4.43,1.56
BAX,84.49,Health%2bCare,,,,2.32,3.31,1.6
BEAM,27.3,Health%2bCare,,,,-.01,-14.05,1
BDX,237.59,Health%2bCare,71.56,22.63,3.32,3.04,11.68,2
BDXB,51.35,Health%2bCare,,,,,,
BGNE,182.67,Health%2bCare,NE,NE,-17.63,-.37,-15.8,1.77
BLPH,13.28,Health%2bCare,,,,-.01,-2.95,1
BLCM,8.93,Health%2bCare,NE,NE,-17.33,.00,,1
BLU,10.42,Health%2bCare,NE,NE,-0.64,-.01,-0.55,1.22
BNTC,8.3,Health%2bCare,,,,N/A,,1
XAIR,7.48,Health%2bCare,NE,NE,-1.97,.00,-0.84,1
BYSI,13.55,Health%2bCare,NE,NE,-1.79,-.01,-1.55,1
BCYC,16,Health%2bCare,NE,NE,-2.81,-.01,-2.77,1
BASI,5.02,Health%2bCare,NE,,-0.19,N/A,,
BCDA,2.29,Health%2bCare,NE,NE,-2.58,.00,-2.61,1
BCDAW,0.8373,Health%2bCare,,,,,,
BIOC,0.8685,Health%2bCare,NE,NE,-0.94,-.01,-1.22,1
BCRX,3.89,Health%2bCare,NE,NE,-0.94,.00,-0.94,1.33
BDSI,4.615,Health%2bCare,NE,23.10,-0.09,.02,0.1,1
BFRA,7.04,Health%2bCare,NE,,-0.54,N/A,,2
BIIB,271,Health%2bCare,8.36,7.86,32.40,.56,33.57,2.68
BHVN,72.68,Health%2bCare,NE,NE,-12.63,-.01,-10.91,1.25
BIOL,0.492,Health%2bCare,NE,NE,-0.75,-.05,-0.77,1.5
BLFS,16.25,Health%2bCare,39.63,,0.41,N/A,0.08,1
BLRX,1.8,Health%2bCare,NE,NE,-2.01,.00,-2.55,1
BMRN,124.12,Health%2bCare,203.48,277.63,0.61,.28,0.07,1.38
BMRA,6.06,Health%2bCare,NE,NE,-0.27,-.02,-0.26,1
PHGE,5.99,Health%2bCare,,,,.00,,1
BVXV,23.9,Health%2bCare,NE,NE,-3.82,-.34,-3.6,
BNTX,51.36,Health%2bCare,,,,-.05,-0.95,2.14
BPTH,5.19,Health%2bCare,NE,NE,-3.27,.00,-3.24,1
BSGM,10.5,Health%2bCare,,,,-.01,999,1
BSTC,60.58,Health%2bCare,18.19,27.76,3.33,.03,3.33,1
TECH,257.71,Health%2bCare,54.48,71.32,4.73,11.89,3.8,1.86
BEAT,47,Health%2bCare,68.12,31.40,0.69,3.14,1.95,1.6
BTAI,52.65,Health%2bCare,NE,NE,-2.35,-.02,-2.02,1
BDTX,41.37,Health%2bCare,,,,-.02,-16.99,1
BLUE,64.29,Health%2bCare,NE,NE,-14.96,-.01,-14.31,1.56
BPMC,78.8,Health%2bCare,NE,NE,-7.43,-.27,-7.27,1.32
BSX,36.59,Health%2bCare,12.04,40.76,3.04,3.82,1.58,1.28
BCLI,10.15,Health%2bCare,NE,NE,-1.14,-.01,-1.06,1
BWAY,6.36,Health%2bCare,NE,NE,-0.50,-.01,-0.5,1.33
BBI,1.06,Health%2bCare,NE,,-4.25,N/A,,
BBIO,31.51,Health%2bCare,,,,-.01,-2.48,1.11
BMY,56.41,Health%2bCare,69.64,9.10,0.81,1.08,4.69,1.67
BKD,2.82,Health%2bCare,3.57,NE,0.79,.00,-1.13,2
BNR,28.79,Health%2bCare,,,,N/A,,
CABA,8.57,Health%2bCare,,,,.00,,1.17
CLBS,1.76,Health%2bCare,NE,NE,-1.81,.00,-1.88,1.5
CALA,5.435,Health%2bCare,NE,NE,-1.73,.00,-1.9,1
CALT,19.17,Health%2bCare,,,,N/A,,
CGIX,3.54,Health%2bCare,NE,,-3.96,N/A,,3
CANF,1.78,Health%2bCare,NE,NE,-3.42,.00,-3.3,1
CMD,43.61,Health%2bCare,65.09,31.58,0.67,.03,2.37,2.25
CSU,0.8495,Health%2bCare,NE,,-2.34,N/A,,3
CAPR,4.94,Health%2bCare,NE,NE,-1.66,.00,-2.06,1
CARA,16.62,Health%2bCare,NE,NE,-2.55,-.01,-2.49,1.33
CRDF,3.19,Health%2bCare,NE,,-3.03,N/A,,1
CAH,53.81,Health%2bCare,NE,10.02,-14.06,2.30,5.28,2.5
CSII,34.45,Health%2bCare,NE,NE,-0.31,-.04,-0.01,2.25
CDNA,32.17,Health%2bCare,NE,NE,-0.48,-.06,-0.52,1
CASI,2.5,Health%2bCare,NE,NE,-0.48,-.01,-0.42,1
SAVA,2.64,Health%2bCare,NE,NE,-0.23,-.01,-0.27,3
CSTL,42.385,Health%2bCare,NE,NE,-0.86,-.09,-0.81,1
CATB,7.13,Health%2bCare,NE,NE,-2.23,.00,-2.35,1
CTLT,71.22,Health%2bCare,101.74,43.97,0.70,4.20,1.62,1.5
CBIO,6.29,Health%2bCare,NE,NE,-3.72,.00,-4.6,1.5
CPRX,4.57,Health%2bCare,11.43,11.82,0.40,.01,0.3,1
CATS,22.06,Health%2bCare,NE,NE,-1.83,-1.56,-1.15,2
CELC,7.83,Health%2bCare,NE,NE,-0.76,-.01,-0.72,1
CLDX,13.41,Health%2bCare,NE,NE,-2.96,.00,-3.28,1
APOP,3.18,Health%2bCare,NE,,-1.70,N/A,,
APOPW,0.0948,Health%2bCare,,,,,,
CLRB,1.21,Health%2bCare,NE,NE,-1.63,.00,-1.84,1
CLRBZ,0.0978,Health%2bCare,,,,,,
CLLS,17.44,Health%2bCare,NE,NE,-1.58,-.01,-2.41,1
CBMG,13.24,Health%2bCare,NE,NE,-2.70,.00,-2.63,2.33
CVM,13.64,Health%2bCare,NE,NE,-0.91,-.02,-0.69,1
CLSN,5.26,Health%2bCare,NE,NE,-0.84,-.01,-0.91,1
CYAD,11.2,Health%2bCare,,,,.00,,1
CNC,64.22,Health%2bCare,32.43,13.08,1.98,.89,4.42,1.03
CNTG,19.06,Health%2bCare,,,,-.01,-1.46,1.4
CERC,2.58,Health%2bCare,,,,.00,-0.3,1.67
CERS,6.32,Health%2bCare,NE,NE,-0.48,-.01,-0.51,1
CSBR,9.16,Health%2bCare,NE,457.50,-0.03,.46,0.01,1
CRL,177.19,Health%2bCare,35.65,26.07,4.97,1.86,6.73,1.5
CHEK,0.5348,Health%2bCare,,,,,,
CHEKZ,0.07,Health%2bCare,,,,,,
CKPT,2.16,Health%2bCare,NE,NE,-0.58,-.01,-0.7,1
CEMI,3.55,Health%2bCare,NE,6.16,-0.93,.25,-0.79,3
CHE,456.01,Health%2bCare,32.62,27.60,13.98,2.81,13.95,1.25
CCXI,58.39,Health%2bCare,NE,NE,-1.09,-.04,-0.98,1
CHFS,0.4577,Health%2bCare,NE,NE,-5.12,.00,,1
CHMA,7.04,Health%2bCare,NE,NE,-1.10,.00,-1.06,1
CMRX,3.11,Health%2bCare,NE,NE,-1.84,.00,-0.86,2
CBPO,109.23,Health%2bCare,27.65,26.30,3.95,.03,4.28,3
CJJD,1.52,Health%2bCare,50.67,,0.03,N/A,,
CPHI,0.6,Health%2bCare,NE,,-0.49,N/A,,
SXTC,0.5227,Health%2bCare,,,,N/A,,
CDTX,4,Health%2bCare,NE,NE,-1.29,.00,-1.41,1.33
CI,191.4,Health%2bCare,14.7,10.30,13.02,.93,17.05,1.33
CTXR,0.8725,Health%2bCare,NE,NE,-0.80,.00,999,1
CTXRW,0.25,Health%2bCare,,,,,,
CLPT,3.76,Health%2bCare,NE,NE,-0.45,-.01,-0.42,1
CLSD,1.98,Health%2bCare,NE,NE,-0.46,.00,-0.81,2.2
CBLI,1.67,Health%2bCare,,,,N/A,,
CLVS,6.67,Health%2bCare,NE,NE,-7.19,-.06,-7.6,3.14
CNSP,2.29,Health%2bCare,,,,N/A,,1
COCP,1.3,Health%2bCare,,,,-.01,,1
CODX,17.24,Health%2bCare,NE,8.30,-0.33,.01,-0.36,1
CWBR,2.45,Health%2bCare,NE,NE,-0.34,-.01,-0.3,1
CHRS,17.31,Health%2bCare,8.83,11.55,1.96,.01,1.23,1
COLL,17.73,Health%2bCare,NE,11.28,-0.38,.56,-0.68,1.33
CYH,3.14,Health%2bCare,NE,NE,-4.74,.00,-0.89,3.17
CGEN,15.53,Health%2bCare,NE,NE,-0.40,-.04,-0.43,1
CNCE,10.77,Health%2bCare,NE,NE,-3.06,.00,-3.29,1.5
CCM,1.68,Health%2bCare,,,,-.01,,3.7
CFMS,0.855,Health%2bCare,NE,NE,-0.46,.00,-0.44,2.5
CNMD,69.97,Health%2bCare,63.04,286.28,1.11,32.91,2.64,2
CNMD,69.97,Health%2bCare,63.04,286.28,1.11,32.91,2.64,2
CNST,29.83,Health%2bCare,NE,NE,-2.92,-.01,-3.04,1.33
CFRX,6.88,Health%2bCare,NE,NE,-3.40,.00,1.11,1
CRBP,7.68,Health%2bCare,NE,NE,-1.13,.00,-1.12,1
CORT,16.185,Health%2bCare,18.39,18.90,0.88,.02,0.77,2.17
CRMD,6.25,Health%2bCare,NE,NE,-1.80,-.01,-0.89,1
CRTX,51.15,Health%2bCare,NE,NE,-2.01,-14.11,-1.94,1.67
CRVS,2.98,Health%2bCare,NE,NE,-1.63,.00,-1.59,1
CVET,17.65,Health%2bCare,NE,42.20,-8.81,.04,0.79,1.75
CRHM,2.23,Health%2bCare,111.5,,0.02,N/A,0.05,1.5
CRNX,23.23,Health%2bCare,NE,NE,-2.42,-.01,-2.09,1
CRSP,69.08,Health%2bCare,92.11,NE,0.75,-.01,1.17,2.09
CRY,18.89,Health%2bCare,NE,NE,-0.13,-51.12,0.31,1.67
CYRX,27.605,Health%2bCare,NE,NE,-0.57,-.08,-0.55,1.17
CYRXW,24,Health%2bCare,,,,,,
CTIC,1.32,Health%2bCare,NE,,-0.70,N/A,,
CUE,24.05,Health%2bCare,NE,NE,-1.62,-.02,-1.66,1
CPIX,3.39,Health%2bCare,NE,56,-0.30,.06,0.23,1
CRIS,1.24,Health%2bCare,NE,,-0.95,N/A,,
CUTR,13.41,Health%2bCare,NE,NE,-1.16,-.01,-0.88,1.5
CVS,64.49,Health%2bCare,11.68,9.10,5.52,1.44,7.08,1.59
CYCC,4.49,Health%2bCare,NE,NE,-9.68,.00,999,1
CYCCP,5.82,Health%2bCare,,,,,,
CYCN,5.3,Health%2bCare,NE,,-3.86,N/A,,
CBAY,3.94,Health%2bCare,NE,NE,-1.34,.00,-1.46,1.1
CYTK,23.47,Health%2bCare,NE,NE,-2.24,-.01,-2.11,1.1
CTMX,8.25,Health%2bCare,NE,NE,-1.69,-.02,-2.26,1.5
CTSO,9.03,Health%2bCare,NE,NE,-0.55,-.03,-0.6,1
DARE,1.02,Health%2bCare,NE,NE,-0.88,.00,-0.97,1
DRIO,6.53,Health%2bCare,,,,N/A,,1
DRIOW,0.0584,Health%2bCare,,,,,,
DVA,79.55,Health%2bCare,12.51,12.75,6.36,1.40,5.4,2.25
DXR,13.75,Health%2bCare,,,,.09,,2
DBVT,5.37,Health%2bCare,,,,.00,-2.33,2.29
DCPH,62.72,Health%2bCare,NE,NE,-4.51,-.01,-4.48,1.4
DCTH,8.23,Health%2bCare,,,,.00,-1047,1
DMPI,1.09,Health%2bCare,NE,NE,-1.42,.00,-3.16,1
DNLI,23.61,Health%2bCare,NE,NE,-2.20,-.01,-2.07,1.59
XRAY,43.62,Health%2bCare,117.89,32.01,0.37,4.37,2.45,1.83
DMTK,15.26,Health%2bCare,,,,N/A,,1
DXCM,409.36,Health%2bCare,257.46,180.23,1.59,.18,1.84,1.45
DMAC,7.32,Health%2bCare,NE,NE,-0.81,-.31,-0.89,1.5
DRNA,24.04,Health%2bCare,NE,70.17,-1.69,.07,-1.76,1.09
DFFN,1.02,Health%2bCare,,,,.00,-1.76,1
DRAD,2.66,Health%2bCare,NE,,-3.42,N/A,,
DRADP,7.19,Health%2bCare,,,,,,
RDY,53.18,Health%2bCare,32.43,28.96,1.64,.03,,2.25
DRRX,2.4,Health%2bCare,NE,NE,-0.12,-.01,-0.12,1.5
DYAI,9.05,Health%2bCare,NE,NE,-0.31,-.04,-0.31,1
DYNT,1.15,Health%2bCare,NE,NE,-0.24,.00,,1
DVAX,6.535,Health%2bCare,NE,NE,-1.84,-.01,-1.87,1
EGRX,45.07,Health%2bCare,265.12,47.16,0.17,.05,1.38,2.33
EDAP,2.645,Health%2bCare,37.79,NE,0.07,-.01,0.06,1
EDSA,5.87,Health%2bCare,NE,NE,-0.69,-.01,999,1
EDIT,32.16,Health%2bCare,NE,NE,-2.78,-.01,-2.68,2.13
EW,70.24,Health%2bCare,40.29,41.90,1.74,2.61,1.86,1.79
EIDX,48.58,Health%2bCare,NE,NE,-1.32,-.02,-1.03,2.14
EIGR,10.95,Health%2bCare,NE,NE,-2.82,-.01,-3.08,1
ELAN,22.26,Health%2bCare,NE,33.15,-0.02,2.57,1.06,1.8
ELAT,39.91,Health%2bCare,,,,,,
ECOR,0.9063,Health%2bCare,NE,NE,-1.33,.00,-1.54,1.67
ELMD,14.82,Health%2bCare,32.22,80.78,0.46,8.08,0.23,2
LLY,159.94,Health%2bCare,26.44,23.62,6.05,1.85,6.04,1.6
ELOX,3.46,Health%2bCare,NE,NE,-1.36,.00,-1.34,2.33
EBS,71.88,Health%2bCare,55.29,17.38,1.30,.02,2.91,1.33
ENTA,49.16,Health%2bCare,43.89,NE,1.12,-.07,2.21,2.6
EHC,64.24,Health%2bCare,18.62,20.51,3.45,7.25,3.91,1.54
ENDP,3.51,Health%2bCare,NE,1.59,-1.22,.00,2.38,2.75
ELGX,0.86,Health%2bCare,NE,NE,-3.20,.00,-2.19,3.4
NDRA,1.05,Health%2bCare,NE,NE,-2.26,-.04,-2.34,1.5
NDRAW,0.22,Health%2bCare,,,,,,
ENLV,5.89,Health%2bCare,NE,NE,-0.72,-.01,-1.11,1
ENOB,3.89,Health%2bCare,,,,N/A,,
ETTX,2.98,Health%2bCare,NE,NE,-3.50,.00,-3.33,1
ENTX,1.86,Health%2bCare,NE,,-0.79,N/A,,1
ENTXW,0.4,Health%2bCare,,,,,,
NVST,20.73,Health%2bCare,,,,.10,1.79,1.67
ENZ,2.25,Health%2bCare,NE,,-0.64,N/A,,
EPZM,18.84,Health%2bCare,NE,NE,-2.03,-.23,-1.93,1.56
EQ,2.73,Health%2bCare,NE,NE,-1.59,.00,-1.47,1
ERYP,9.13,Health%2bCare,,,,.00,-3.92,1
ESPR,43.53,Health%2bCare,NE,NE,-9.63,-.01,-3.59,1.29
EPIX,5.15,Health%2bCare,NE,NE,-1.12,.00,-1.46,1
ESTA,17.55,Health%2bCare,NE,NE,-2.12,-.01,-1.86,1
ETON,5.7,Health%2bCare,NE,NE,-1.11,.00,-1.03,1
EVLO,3.735,Health%2bCare,NE,NE,-2.73,.00,-2.67,2.5
EVFM,2.88,Health%2bCare,NE,NE,-1.94,.00,-1.31,1
EVOK,2.35,Health%2bCare,NE,NE,-0.29,-.01,-0.32,3
EOLS,5.44,Health%2bCare,NE,NE,-3.41,.00,-3.19,1.25
EXAS,89.93,Health%2bCare,NE,NE,-0.78,-1.75,-1.49,1.07
XGN,13,Health%2bCare,,,,-.01,-8.46,1
EXEL,24.18,Health%2bCare,26,51.07,0.93,1.36,1.02,1.58
XCUR,2.98,Health%2bCare,NE,NE,-0.33,-.01,-0.46,1
EYEG,5.03,Health%2bCare,NE,NE,-2.94,.00,-2.23,1
EYEGW,0.052,Health%2bCare,,,,,,
EYEN,3.09,Health%2bCare,NE,NE,-1.35,.00,-1.47,1
FATE,31.72,Health%2bCare,NE,NE,-1.57,-.02,-1.44,1.27
FENC,9.1,Health%2bCare,NE,7.16,-0.70,.01,-0.64,1
FGEN,39.78,Health%2bCare,NE,NE,-1.32,-.02,-0.89,1.86
FPRX,4.395,Health%2bCare,NE,NE,-3.48,.00,-3.92,2.43
FVE,4.05,Health%2bCare,2.04,,1.99,N/A,,
FLXN,12.7,Health%2bCare,NE,NE,-3.79,.00,-3.93,1.25
FONR,23.85,Health%2bCare,13.63,,1.75,N/A,,
FBIO,3.02,Health%2bCare,NE,NE,-0.92,.00,-0.73,1
FBIOP,18.39,Health%2bCare,,,,,,
FWP,7.17,Health%2bCare,,,,N/A,,
FREQ,22.92,Health%2bCare,,,,-.03,-2.29,2
FMS,42.33,Health%2bCare,18.98,18.30,2.23,2.46,2.53,1.33
FULC,19.56,Health%2bCare,NE,NE,-11.70,-.73,-8.13,1.1
FLGT,16.8,Health%2bCare,,,,-.33,0.02,1
GTHX,23.74,Health%2bCare,NE,NE,-3.44,-.01,-3.27,1
GLPG,207.36,Health%2bCare,81.64,NE,2.54,-.19,5.46,2.31
GALT,2.88,Health%2bCare,NE,NE,-0.29,-.01,-0.39,1
GRTX,8.55,Health%2bCare,,,,.00,-16.31,1
GLMD,5.37,Health%2bCare,NE,NE,-1.09,.00,-0.97,1.33
GMDA,5.02,Health%2bCare,NE,NE,-1.93,.00,-1.69,1.17
GBIO,21.91,Health%2bCare,,,,N/A,,
GEN,0.765,Health%2bCare,2.07,,0.37,N/A,,0
GENE,2.09,Health%2bCare,,,,N/A,,
GNFT,5.96,Health%2bCare,,,,.00,-1.97,2.33
GMAB,31.69,Health%2bCare,17.04,29.52,1.86,.03,0.51,1.21
GNMK,13.09,Health%2bCare,NE,NE,-0.72,-.03,-0.82,1.83
GNCA,2.35,Health%2bCare,NE,NE,-1.50,.00,-2.09,1
GNPX,2.91,Health%2bCare,,,,-.06,,1
GERN,1.93,Health%2bCare,NE,NE,-0.39,-.01,-0.36,1
GILD,77.47,Health%2bCare,19.92,11.57,3.89,3.34,6.14,2.48
GKOS,40.44,Health%2bCare,NE,NE,-0.94,-2.31,-0.1,2.7
GSK,41.1,Health%2bCare,15,14.12,2.74,5.10,3.17,2.27
GBT,67.51,Health%2bCare,NE,NE,-4.87,-.01,-4.71,1.43
GMED,48.61,Health%2bCare,33.52,55.20,1.45,4.42,1.68,1.73
GLYC,2.98,Health%2bCare,NE,NE,-1.20,.00,-1.34,1.4
GOSS,12.21,Health%2bCare,NE,NE,-3.30,-.58,-3.29,1
GRFS,19.48,Health%2bCare,17.39,14.49,1.12,1.04,1.17,2.2
GRTS,6.65,Health%2bCare,NE,NE,-2.88,.00,-2.81,1.25
GH,78.92,Health%2bCare,NE,NE,-0.83,-.05,-0.84,1
GHSI,0.4348,Health%2bCare,,,,N/A,,
GWPH,129.71,Health%2bCare,132.36,NE,0.98,-.06,-0.24,1.12
HAE,84.97,Health%2bCare,57.8,28.03,1.47,2.34,3.31,1.67
HALO,24.44,Health%2bCare,NE,31.39,-0.55,.03,-0.5,1.88
HJLI,0.4613,Health%2bCare,,,,N/A,,0
HJLIW,0.15,Health%2bCare,,,,,,
HNGR,16.98,Health%2bCare,35.38,NE,0.48,-.04,0.9,1
HARP,18.1,Health%2bCare,NE,NE,-2.23,-.01,-2.55,1
HROW,5.64,Health%2bCare,NE,NE,-0.94,-.01,-0.29,1
HCA,97.53,Health%2bCare,11.1,20.47,8.79,2.22,10.5,1.4
HCSG,25.11,Health%2bCare,24.86,23.91,1.01,.02,0.87,1.57
HTBX,0.7505,Health%2bCare,,,,.00,999,1
HSDT,0.4523,Health%2bCare,NE,NE,-0.57,.00,-0.37,3
AIM,2.35,Health%2bCare,,,,N/A,,1
HSIC,60.42,Health%2bCare,12.41,28.00,4.87,4.42,3.51,2.92
HEPA,2.45,Health%2bCare,NE,NE,-8.29,.00,999,1
HLF,43.05,Health%2bCare,23.4,15.57,1.84,.02,2.82,1
HRTX,21.01,Health%2bCare,NE,NE,-2.27,-.01,-2.5,1.1
HSKA,88.09,Health%2bCare,NE,NE,-1,-.11,0.05,2.5
HRC,98.19,Health%2bCare,45.04,17.37,2.18,1.11,5.08,1.13
HSTO,4.28,Health%2bCare,NE,,-3,N/A,,
HOLX,55.16,Health%2bCare,24.09,23.28,2.29,3.31,2.43,2
FIXX,15.4,Health%2bCare,NE,NE,-2.61,-.01,-2.47,1.2
HOOK,11.99,Health%2bCare,NE,NE,-1.91,-3.79,-2.41,1
HZNP,49.97,Health%2bCare,17.66,30.65,2.83,1.70,1.94,1.06
HOTH,2.62,Health%2bCare,,,,.00,999,1
HUM,380.76,Health%2bCare,19.55,20.41,19.48,1.65,17.87,1.57
HCM,23.61,Health%2bCare,,,,-.02,,1
IBIO,1.47,Health%2bCare,,,,N/A,,
ICAD,10.46,Health%2bCare,NE,NE,-1.11,-1.08,-0.37,1.33
ICLR,161.62,Health%2bCare,23.8,27.80,6.79,3.38,6.88,2.23
ICUI,178.76,Health%2bCare,44.25,33.64,4.04,.03,7.36,1.33
IDYA,14.7,Health%2bCare,NE,NE,-2.96,-.02,-3.36,1.33
IDRA,1.9,Health%2bCare,NE,NE,-2.32,.00,-1.57,1
IDXX,314.67,Health%2bCare,62.93,63.75,5,6.18,4.89,1.5
IGMS,65.46,Health%2bCare,,,,-.03,-4.8,1
IMAB,30.97,Health%2bCare,,,,-.01,-28.9,1
IMAC,1.53,Health%2bCare,NE,,-0.74,N/A,,2.5
IMACW,0.3,Health%2bCare,,,,,,
IMRA,43.51,Health%2bCare,,,,-.01,999,1.25
ICCC,4.49,Health%2bCare,NE,,-0.24,N/A,,
IMUX,13.58,Health%2bCare,NE,NE,-3.69,.00,-4.52,1
IMGN,4.32,Health%2bCare,NE,NE,-0.58,-.01,-0.7,2
IMMU,36.21,Health%2bCare,NE,NE,-1.83,-.02,-1.84,1.22
IMVT,27.04,Health%2bCare,,,,-.02,999,1
IMRN,9.38,Health%2bCare,,,,N/A,,
IMRNW,1.3999,Health%2bCare,,,,,,
IMMP,1.07,Health%2bCare,,,,N/A,,1
IMV,2.91,Health%2bCare,NE,NE,-0.46,-.01,-0.41,1.79
NARI,48.17,Health%2bCare,,,,-14.80,,3
INCY,105.4,Health%2bCare,NE,NE,-1.75,-2.36,2.23,2.13
INFI,0.9,Health%2bCare,NE,NE,-0.77,.00,-0.83,2.5
INFU,11.82,Health%2bCare,131.33,,0.09,N/A,,1
INMD,30.41,Health%2bCare,20.55,102.70,1.48,.10,1.6,1
INMB,6,Health%2bCare,NE,NE,-0.73,-.01,-0.75,1
IPHA,6.45,Health%2bCare,,,,,,
INVA,14.02,Health%2bCare,8.2,7.73,1.71,.01,1.43,4.3
INGN,34.35,Health%2bCare,54.52,NE,0.63,-.49,1.07,3.17
INO,14.27,Health%2bCare,NE,NE,-1.19,-.02,-1.16,1.75
INSM,28.92,Health%2bCare,NE,NE,-2.82,-.01,-3.01,1.1
INSP,96.02,Health%2bCare,NE,NE,-1.71,-1.73,-1.4,1.7
NSPR,0.4888,Health%2bCare,NE,NE,-3.85,.00,-4.8,1
PODD,199.52,Health%2bCare,2494,1895,0.08,1.90,0.19,2.19
NTEC,0.339,Health%2bCare,NE,NE,-1.17,.00,-1.09,3
IART,49.32,Health%2bCare,159.1,27.90,0.31,3.16,2.74,2.42
NTLA,21.17,Health%2bCare,NE,NE,-2.25,-.01,-2.11,1.88
ICPT,77.91,Health%2bCare,NE,NE,-10.72,-.01,-10.89,1.56
IDXG,5.05,Health%2bCare,NE,NE,-7.19,.00,-5.58,1
XENT,12.06,Health%2bCare,NE,NE,-1.56,-.48,-1.37,2.57
ITCI,25.31,Health%2bCare,NE,NE,-2.78,-.01,-2.68,1
ISRG,587.53,Health%2bCare,50.61,86.36,11.61,13.23,9.95,2.5
IVC,6.29,Health%2bCare,NE,NE,-1.16,-.01,-1.06,2
NVTA,18.71,Health%2bCare,NE,NE,-3.18,-.01,-2.28,1.29
NVIV,1.63,Health%2bCare,,,,N/A,,
IONS,58.95,Health%2bCare,53.59,NE,1.10,-7.78,2.08,2.48
IOVA,29.98,Health%2bCare,NE,NE,-1.83,-.01,-1.59,1
IQV,136.08,Health%2bCare,123.71,26.41,1.10,2.64,5.94,1.26
IRMD,23.55,Health%2bCare,30.58,63.22,0.77,.06,0.78,1
IRTC,127.75,Health%2bCare,NE,NE,-2.19,-2.15,-2.16,1.6
IRIX,2.17,Health%2bCare,NE,NE,-0.54,.00,-0.64,1
IRWD,9.61,Health%2bCare,18.13,23.76,0.53,.02,0.55,2.33
ISR,0.6348,Health%2bCare,NE,NE,-0.05,-.02,-0.08,1
ITMR,21.65,Health%2bCare,NE,NE,-0.52,-.04,-0.4,1
ITRM,1.51,Health%2bCare,NE,NE,-6.75,.00,-7.1,3.5
ISEE,6.6,Health%2bCare,NE,NE,-1.37,-.01,-1.39,1
JAGX,0.545,Health%2bCare,,,,.00,,1
JAZZ,113.97,Health%2bCare,23.69,11.13,4.81,.97,14.6,1.46
JNJ,143.83,Health%2bCare,19.03,18.67,7.56,3.13,8.68,1.56
JNCE,6.32,Health%2bCare,5.14,NE,1.23,.00,1.66,2.2
KDMN,4.61,Health%2bCare,NE,NE,-0.70,-.01,-0.74,1.17
KALA,13.65,Health%2bCare,NE,NE,-2.55,-.01,-2.76,1
KLDO,7.26,Health%2bCare,NE,NE,-2.86,.00,,2
KALV,10.93,Health%2bCare,NE,NE,-1.76,-.01,-1.38,1
KMDA,8.72,Health%2bCare,16.15,23.51,0.54,.02,0.55,1
KRTX,97.3,Health%2bCare,NE,NE,-147.06,-.05,-3.68,1
KPTI,19,Health%2bCare,NE,NE,-2.92,-.01,-3.22,1.25
KZIA,3.27,Health%2bCare,,,,-.04,,
KROS,38.52,Health%2bCare,,,,-.01,999,1
KZR,5.75,Health%2bCare,NE,NE,-1.74,.00,-1.84,1
KIN,4.35,Health%2bCare,NE,NE,-1.74,.00,-1.59,1.4
KNSA,24.45,Health%2bCare,NE,NE,-2.23,-.01,-2.99,1
KTOV,0.569,Health%2bCare,,,,.00,,1
KTOVW,0.046,Health%2bCare,,,,,,
KOD,64.42,Health%2bCare,NE,NE,-1.58,-.02,-1.25,1.31
KRYS,44.22,Health%2bCare,NE,NE,-1.24,-.02,-1.2,1
KURA,18.67,Health%2bCare,NE,NE,-1.55,-.01,-1.51,1
LJPC,5.31,Health%2bCare,NE,NE,-3.45,.00,-4.3,1.67
LH,162.35,Health%2bCare,50.26,17.38,3.23,2.87,11.32,1.32
LAKE,21.4,Health%2bCare,13.99,9.30,1.53,.01,0.45,1
LCI,7.18,Health%2bCare,NE,6.95,-0.82,.01,2.35,3
LTRN,13.1,Health%2bCare,,,,N/A,,
LNTH,14.83,Health%2bCare,23.92,,0.62,N/A,,1
LRMR,13.56,Health%2bCare,NE,,-11.52,N/A,,3
LPTX,1.99,Health%2bCare,NE,NE,-1.58,.00,-1.47,1.25
LEGN,39.62,Health%2bCare,,,,N/A,,
LMAT,24.19,Health%2bCare,27.8,58.05,0.87,5.80,0.88,2
